DBN,SCHOOL NAME.x,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,SCHOOL NAME.y,avg_class_size,Name,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,School Name,Total Cohort,grads_percent,dropout_percent,school_name,boro,Location 1,coordinates,lat,long
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342,346,341,1029,FANNIE LOU HAMER FREEDOM HS,NA,NA,NA,NA,NA,Fannie Lou Hamer Freedom High School,22,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,81.1,477,11.5,26.2,41,0.2,30.6,68.8,0.2,54.1,45.9,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,119,60.5,7.6,Fannie Lou Hamer Freedom High School,Bronx,"1021 Jennings Street
Bronx, NY 10460
(40.83080715400047, -73.88602131599964)","(40.83080715400047, -73.88602131599964)",40.8308071540004,-73.88602131599964
12X684,WINGS ACADEMY,66,378,374,362,1114,WINGS ACADEMY,20,27,NA,1.35,NA,Wings Academy,25,WINGS ACADEMY,66.4,538,4.5,22.3,57,1.3,55,42.2,1.3,53.7,46.3,WINGS ACADEMY,116,66.4,10.3,Wings Academy,Bronx,"1122 East 180 Street
Bronx, NY 10460
(40.84180522100047, -73.87541771299965)","(40.84180522100047, -73.87541771299965)",40.8418052210004,-73.87541771299965
12X690,MONROE ACADEMY FOR BUSINESS/LAW,31,375,387,376,1138,MONROE ACADEMY - BUSINESS/LAW,7,7,NA,1,NA,Monroe Academy for Business/Law,23,MONROE ACADEMY FOR BUSINESS/LAW,80.8,249,14.9,18.5,22,2.4,26.9,69.1,0.4,60.6,39.4,MONROE ACADEMY FOR BUSINESS/LAW,137,47.4,26.3,NA,NA,NA,NA,NA,NA
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332,357,349,1038,NA,NA,NA,NA,NA,NA,Monroe Academy for Visual Arts & Design,22,MONROE ACADEMY FOR VISUAL ARTS,87.3,466,28.8,20.8,43,0.9,20.4,77.5,1.3,52.6,47.4,MONROE ACADEMY FOR VISUAL ARTS & DESI,112,47.3,11.6,Monroe Academy for Visual Arts & Design,Bronx,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)","(40.83136649000045, -73.87882327699964)",40.8313664900004,-73.87882327699964
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352,349,373,1074,Dr Susan S McKinney Secondary School of the Arts,17,22,NA,1.2941176470588236,NA,Dr. Susan S. McKinney Secondary School of the Arts,21,JHS 265 SUSAN S. MCKINNEY,71.1,443,4.3,20.3,42,0.5,72,24.6,1.8,37,63,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,81,81.5,3.7,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,"101 Park Avenue
Brooklyn, NY 11205
(40.69634377300048, -73.97577110199967)","(40.69634377300048, -73.97577110199967)",40.6963437730004,-73.97577110199967
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,9,439,374,418,1231,NA,NA,NA,NA,NA,NA,Academy of Business and Community Development,21,THE URBAN ASSEMBLY ACADEMY OF BUSINESS AND COMMU,59.1,225,3.1,21.3,11,2.7,88.9,7.1,0.4,99.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360,364,356,1080,NA,NA,NA,NA,NA,NA,Urban Assembly High School of Music and Art at Water's Edge,22,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART,74.1,431,4.6,22.5,39,1.9,73.3,22.7,0.9,42.7,57.3,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC A,96,71.9,7.3,Urban Assembly High School of Music and Art,Brooklyn,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.69717472700046, -73.98495968899965)","(40.69717472700046, -73.98495968899965)",40.6971747270004,-73.98495968899965
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375,355,384,1114,"Brooklyn Community High School of Communication, A",21,21,NA,1,NA,"Brooklyn Community High School of Communication, Arts and Media",25,BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATIONS,68.9,462,2.4,18,10,0.6,79.2,17.1,1.3,45.5,54.5,BROOKLYN COMMUNITY HIGH SCHOOL OF COM,78,50,2.6,"Brooklyn Community High School of Communication, Arts and Media",Brooklyn,"300 Willoughby Avenue
Brooklyn, NY 11205
(40.69258225600049, -73.95887311699965)","(40.69258225600049, -73.95887311699965)",40.6925822560004,-73.95887311699965
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399,417,395,1211,SCIENCE SKILLS CENTER,52,59,NA,1.1346153846153846,NA,Science Skills Center High School at Water's Edge,27,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE,60.7,517,7,13.7,21,7.2,77.8,12.2,2.1,56.1,43.9,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,231,59.3,7.4,"Science Skills Center High School for Science, Technology and the Creative Arts",Brooklyn,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.69717472700046, -73.98495968899965)","(40.69717472700046, -73.98495968899965)",40.6971747270004,-73.98495968899965
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,1277,587,659,587,1833,BROOKLYN TECHNICAL HS,2117,3692,2687,1.7439773264052905,72.77898158179849,Brooklyn Technical High School,32,BROOKLYN TECHNICAL HIGH SCHOOL,50.7,5332,0.1,0.5,0,60.3,10.2,7.9,21.3,58.3,41.7,BROOKLYN TECHNICAL HIGH SCHOOL,1097,91.4,0.2,Brooklyn Technical High School,Brooklyn,"29 Ft Greene Place
Brooklyn, NY 11217
(40.688107423000474, -73.97674507199963)","(40.688107423000474, -73.97674507199963)",40.68810742300047,-73.97674507199963
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,90,305,364,312,981,NA,NA,NA,NA,NA,NA,Brooklyn International High School at Water's Edge,20,BROOKLYN INTERNATIONAL HIGH SCHOOL,80,367,83.1,0,NA,42.5,20.2,28.6,8.7,48.2,51.8,BROOKLYN INTERNATIONAL HIGH SCHOOL,115,81.7,4.3,Brooklyn International High School,Brooklyn,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.69717472700046, -73.98495968899965)","(40.69717472700046, -73.98495968899965)",40.6971747270004,-73.98495968899965
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,105,400,417,389,1206,"Urban Assembly School for Law and Justice, The",31,57,24,1.8387096774193548,42.10526315789473,The Urban Assembly School for Law and Justice,22,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,60.5,450,0.9,13.3,8,0.9,79.1,17.1,1.1,39.6,60.4,THE URBAN ASSEMBLY SCHOOL FOR LAW AND,109,84.4,1.8,The Urban Assembly School for Law and Justice,Brooklyn,"283 Adams Street
Brooklyn, NY 11201
(40.69462011900049, -73.98862394499963)","(40.69462011900049, -73.98862394499963)",40.6946201190004,-73.98862394499963
13K499,ACORN COMMUNITY HIGH SCHOOL,72,384,364,368,1116,ACORN COMMUNITY HIGH SCHOOL,64,95,NA,1.484375,NA,ACORN Community High School,27,ACORN COMMUNITY HIGH SCHOOL,81,731,2.9,18.6,52,1.2,84.7,12.2,0.8,55.8,44.2,ACORN COMMUNITY HIGH SCHOOL,169,73.4,8.300000000000002,ACORN Community High School,Brooklyn,"561 Grand Avenue
Brooklyn, NY 11238
(40.678508914000474, -73.96206730599965)","(40.678508914000474, -73.96206730599965)",40.67850891400047,-73.96206730599965
13K509,FREEDOM ACADEMY HIGH SCHOOL,29,400,390,403,1193,FREEDOM ACADEMY H.S.,74,89,NA,1.2027027027027026,NA,Freedom Academy High School,23,FREEDOM ACADEMY HIGH SCHOOL,68,218,1.8,14.2,7,1.4,82.1,15.1,0.9,43.6,56.4,FREEDOM ACADEMY HIGH SCHOOL,58,62.1,5.2,NA,NA,NA,NA,NA,NA
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urban Assembly Institute of Math and Science for Young Women,25,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR,62.2,469,1.5,13.2,4,5.1,79.3,11.7,2.6,0,100,NA,NA,NA,NA,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,"283 Adams Street
Brooklyn, NY 11201
(40.69462011900049, -73.98862394499963)","(40.69462011900049, -73.98862394499963)",40.6946201190004,-73.98862394499963
13K553,BROOKLYN ACADEMY HIGH SCHOOL,8,435,383,379,1197,NA,NA,NA,NA,NA,NA,Brooklyn Academy High School,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BROOKLYN ACADEMY HIGH SCHOOL,55,16.4,20,NA,NA,NA,NA,NA,NA
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,13,398,391,394,1183,NA,NA,NA,NA,NA,NA,Bedford Stuyvesant Preparatory High School,18,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,74.6,152,0.7,0,NA,0,83.6,12.5,2,35.5,64.5,BEDFORD STUYVESANT PREPARATORY HIGH S,52,28.8,3.8,NA,NA,NA,NA,NA,NA
13K595,BEDFORD ACADEMY HIGH SCHOOL,89,438,443,431,1312,Bedford Academy High School,43,57,16,1.3255813953488371,28.07017543859649,Bedford Academy High School,22,BEDFORD ACADEMY HIGH SCHOOL,46.7,367,1.1,4.1,1,2.7,89.4,7.1,0.3,49,51,BEDFORD ACADEMY HIGH SCHOOL,76,92.1,3.9,Bedford Academy High School,Brooklyn,"1119 Bedford Avenue
Brooklyn, NY 11216
(40.68538126900046, -73.95426759999964)","(40.68538126900046, -73.95426759999964)",40.6853812690004,-73.95426759999964
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,85,406,391,392,1189,GEORGE WESTINGHOUSE,35,35,NA,1,NA,George Westinghouse Career and Technical Education High School,27,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATI,65,927,1.9,14.1,60,2.8,79.8,15.3,1.3,75.5,24.5,GEORGE WESTINGHOUSE CAREER AND TECHNI,246,52,11,George Westinghouse Career and Technical Education High School,Brooklyn,"105 Johnson Street
Brooklyn, NY 11201
(40.69494440700049, -73.98603532399966)","(40.69494440700049, -73.98603532399966)",40.6949444070004,-73.98603532399966
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn High School for Leadership and Community Service,18,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNIT,63.9,212,2.4,7.5,2,0.5,68.4,28.3,1.4,49.5,50.5,BROOKLYN HIGH SCHOOL FOR LEADERSHIP A,88,8,26.1,NA,NA,NA,NA,NA,NA
13K670,BENJAMIN BANNEKER ACADEMY,185,471,472,448,1391,BENJAMIN BANNEKER ACADEMY,132,149,62,1.128787878787879,41.61073825503356,Benjamin Banneker Academy,28,BENJAMIN BANNEKER ACADEMY,47.4,895,0,3,10,2.7,87,8.8,0.4,46.1,53.9,BENJAMIN BANNEKER ACADEMY,234,92.3,2.6,Benjamin Banneker Academy,Brooklyn,"71-77 Clinton Avenue
Brooklyn, NY 11205
(40.69566241300049, -73.96928607699965)","(40.69566241300049, -73.96928607699965)",40.6956624130004,-73.96928607699965
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",20,441,499,413,1353,NA,NA,NA,NA,NA,NA,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",21,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING,61.9,335,3.6,15.8,24,7.5,58.2,26.3,4.5,79.4,20.6,NA,NA,NA,NA,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,"105 Johnson Street
Brooklyn, NY 11201
(40.69494440700049, -73.98603532399966)","(40.69494440700049, -73.98603532399966)",40.6949444070004,-73.98603532399966
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,102,365,361,359,1085,JHS 071 JUAN MOREL CAMPOS,16,16,12,1,75,Juan Morel Campos Secondary School,30,JUAN MOREL CAMPOS SECONDARY SCHOOL,76.6,865,24.9,26.7,113,0.2,15.3,80.6,3.4,54.7,45.3,JUAN MOREL CAMPOS SECONDARY SCHOOL,100,40,18,Juan Morel Campos Secondary School,Brooklyn,"215 Heyward Street
Brooklyn, NY 11206
(40.7035773610005, -73.95323731199966)","(40.7035773610005, -73.95323731199966)",40.703577361,-73.95323731199966
14K322,FOUNDATIONS ACADEMY,NA,NA,NA,NA,NA,Foundations Academy,42,53,NA,1.2619047619047619,NA,Foundations Academy,21,FOUNDATIONS ACADEMY,78.7,141,5.7,28.4,21,1.4,66.7,29.8,1.4,56.7,43.3,FOUNDATIONS ACADEMY,60,68.3,3.3,Foundations Academy,Brooklyn,"70 Tompkins Avenue
Brooklyn, NY 11206
(40.69706108300045, -73.94667520499968)","(40.69706108300045, -73.94667520499968)",40.6970610830004,-73.94667520499968
14K404,ACADEMY FOR YOUNG WRITERS,68,387,357,381,1125,NA,NA,NA,NA,NA,NA,Academy for Young Writers,23,ACADEMY FOR YOUNG WRITERS,65.3,400,2.5,12.7,6,0.7,63.5,32.2,3,24.2,75.7,ACADEMY FOR YOUNG WRITERS,78,76.9,3.8,NA,NA,NA,NA,NA,NA
14K449,"BROOKLYN LATIN SCHOOL, THE",72,586,584,570,1740,NA,NA,NA,NA,NA,NA,"Brooklyn Latin School, The",23,BROOKLYN LATIN,53.3,468,0.4,1.1,0,36.8,26.7,17.9,14.5,54.9,45.1,BROOKLYN LATIN SCHOOL  THE,51,92.2,0,"Brooklyn Latin School, The",Brooklyn,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)","(40.709899960000484, -73.94365993499963)",40.70989996000048,-73.94365993499963
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,41,407,386,396,1189,NA,NA,NA,NA,NA,NA,Green School: An Academy for Environmental Careers,24,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREE,72.9,392,11.5,15.3,8,2,47.7,46.9,2.6,46.2,53.8,GREEN SCHOOL: AN ACADEMY FOR ENVIRONM,96,54.2,15.6,Green School: An Academy for Environmental Careers,Brooklyn,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)","(40.709899960000484, -73.94365993499963)",40.70989996000048,-73.94365993499963
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,144,364,379,371,1114,PROGRESS HIGH SCHOOL,50,66,NA,1.32,NA,PROGRESS High School for Professional Careers,26,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,84.8,1068,16.1,13,28,0.7,32.6,65.4,1,48.5,51.5,PROGRESS HIGH SCHOOL FOR PROFESSIONAL,207,64.3,6.3,PROGRESS High School for Professional Careers,Brooklyn,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)","(40.71196311300048, -73.94043436699963)",40.7119631130004,-73.94043436699963
14K477,SCHOOL FOR LEGAL STUDIES,134,413,396,395,1204,HIGH SCHOOL OF LEGAL STUDIES,24,27,NA,1.125,NA,School for Legal Studies,27,SCHOOL FOR LEGAL STUDIES,65.6,759,5.7,13,9,0.9,57.7,39.3,1.7,45.8,54.2,SCHOOL FOR LEGAL STUDIES,146,58.9,16.4,School for Legal Studies,Brooklyn,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)","(40.71196311300048, -73.94043436699963)",40.7119631130004,-73.94043436699963
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",142,398,421,396,1215,HS OF ENTERPRISE AND TECH,94,129,19,1.372340425531915,14.728682170542637,"The High School for Enterprise, Business and Technology",29,ENTERPRISE BUSINESS AND TECH HS,74.2,976,9.9,13.2,20,3.2,39.3,55.4,1.9,65.7,34.3,THE HIGH SCHOOL FOR ENTERPRISE  BUSIN,161,83.2,3.1,"The High School for Enterprise, Business and Technology",Brooklyn,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)","(40.71196311300048, -73.94043436699963)",40.7119631130004,-73.94043436699963
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,42,367,373,350,1090,Brooklyn Preparatory High School,28,46,7,1.6428571428571428,15.217391304347828,Brooklyn Preparatory High School,23,BROOKLYN PREPARATORY HIGH SCHOOL,80.3,400,2.7,18.8,8,1.7,58.7,37.7,1,47.7,52.2,BROOKLYN PREPARATORY HIGH SCHOOL,75,78.7,6.7,Brooklyn Preparatory High School,Brooklyn,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)","(40.71503755100048, -73.95464995899965)",40.7150375510004,-73.95464995899965
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,72,363,385,364,1112,Williamsburg High School for Architecture and Desi,30,48,NA,1.6,NA,Williamsburg High School for Architecture and Design,25,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DE,82.6,500,7,17.6,14,1.4,38.4,57.2,2.2,72.6,27.4,WILLIAMSBURG HIGH SCHOOL FOR ARCHITEC,97,82.5,7.2,Williamsburg High School for Architecture and Design,Brooklyn,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)","(40.71503755100048, -73.95464995899965)",40.7150375510004,-73.95464995899965
14K561,WILLIAMSBURG PREPARATORY SCHOOL,113,397,410,380,1187,Williamsburg Preparatory School,31,41,NA,1.3225806451612903,NA,Williamsburg Preparatory School,25,WILLIAMSBURG PREPARATORY SCHOOL,81,577,2.8,12.7,4,1.6,25.5,61.5,11.1,51,49,WILLIAMSBURG PREPARATORY SCHOOL,108,86.1,7.4,Williamsburg Preparatory School,Brooklyn,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)","(40.71503755100048, -73.95464995899965)",40.7150375510004,-73.95464995899965
14K586,LYONS COMMUNITY SCHOOL,31,371,377,355,1103,NA,NA,NA,NA,NA,NA,Lyons Community School,21,LYONS COMMUNITY SCHOOL,78.6,527,14.6,22,23,1.1,41.7,54.6,2.1,53.7,46.3,LYONS COMMUNITY SCHOOL,4,NA,NA,Lyons Community School,Brooklyn,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)","(40.709899960000484, -73.94365993499963)",40.70989996000048,-73.94365993499963
14K610,AUTOMOTIVE HIGH SCHOOL,94,367,376,350,1093,NA,NA,NA,NA,NA,NA,Automotive High School,26,AUTOMOTIVE HIGH SCHOOL,67.1,723,4.7,30.3,70,1.4,66.1,30.2,1.7,95.6,4.4,AUTOMOTIVE HIGH SCHOOL,233,54.5,14.2,Automotive High School,Brooklyn,"50 Bedford Avenue
Brooklyn, NY 11222
(40.72264264000046, -73.95258304499964)","(40.72264264000046, -73.95258304499964)",40.7226426400004,-73.95258304499964
14K632,FRANCES PERKINS ACADEMY,12,382,372,368,1122,NA,NA,NA,NA,NA,NA,Frances Perkins Academy,17,FRANCES PERKINS ACADEMY,86.9,173,9.8,24.9,6,0,64.7,31.2,4,76.9,23.1,NA,NA,NA,NA,Frances Perkins Academy,Brooklyn,"50 Bedford Avenue
Brooklyn, NY 11222
(40.72264264000046, -73.95258304499964)","(40.72264264000046, -73.95258304499964)",40.7226426400004,-73.95258304499964
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,28,359,335,341,1035,EL PUENTE ACADEMY,NA,NA,NA,NA,NA,El Puente Academy for Peace and Justice,22,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,80.4,218,17,23.4,10,1.8,10.1,87.6,0.5,42.7,57.3,EL PUENTE ACADEMY FOR PEACE AND JUSTI,41,68.3,2.4,El Puente Academy for Peace and Justice,Brooklyn,"250 Hooper Street
Brooklyn, NY 11211
(40.705765931000485, -73.95572857199966)","(40.705765931000485, -73.95572857199966)",40.70576593100048,-73.95572857199966
14K923,AUTOMOTIVE HIGH SCHOOL YABC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,52,361,367,383,1111,NA,NA,NA,NA,NA,NA,Brooklyn School for Global Studies,25,BROOKLYN SCHOOL FOR GLOBAL STUDIES,68.2,354,5.9,25.4,30,2.3,54.5,39,3.4,56.2,43.8,BROOKLYN SCHOOL FOR GLOBAL STUDIES,91,52.7,3.3,Brooklyn School for Global Studies,Brooklyn,"284 Baltic Street
Brooklyn, NY 11201
(40.68545180600046, -73.99349146499964)","(40.68545180600046, -73.99349146499964)",40.6854518060004,-73.99349146499964
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,76,393,399,387,1179,NA,NA,NA,NA,NA,NA,Brooklyn Secondary School for Collaborative Studies,23,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUD,57.2,692,4.5,29.2,24,4.3,34.2,48.1,12.6,59.1,40.9,BROOKLYN SECONDARY SCHOOL FOR COLLABO,76,84.2,3.9,Brooklyn Secondary School for Collaborative Studies,Brooklyn,"610 Henry Street
Brooklyn, NY 11231
(40.679863998000485, -74.00148225799967)","(40.679863998000485, -74.00148225799967)",40.67986399800048,-74.00148225799967
15K462,SECONDARY SCHOOL FOR LAW,59,398,411,394,1203,NA,NA,NA,NA,NA,NA,Secondary School for Law,26,SECONDARY SCHOOL FOR LAW,76.1,473,6.3,12.7,30,2.5,62.4,29.6,5.5,44.2,55.8,SECONDARY SCHOOL FOR LAW,89,61.8,4.5,Secondary School for Law,Brooklyn,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)","(40.66959817500049, -73.97925552199968)",40.6695981750004,-73.97925552199968
15K463,SECONDARY SCHOOL FOR JOURNALISM,58,397,391,381,1169,Secondary School for Journalism,22,22,NA,1,NA,Secondary School for Journalism,24,SECONDARY SCHOOL FOR JOURNALISM,77,336,16.7,13.4,24,9.2,42,43.2,5.4,42.3,57.7,SECONDARY SCHOOL FOR JOURNALISM,94,54.3,7.4,Secondary School for Journalism,Brooklyn,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)","(40.66959817500049, -73.97925552199968)",40.6695981750004,-73.97925552199968
15K464,PARK SLOPE COLLEGIATE,72,379,416,380,1175,NA,NA,NA,NA,NA,NA,Secondary School for Research,27,SECONDARY SCHOOL FOR RESEARCH,78,394,9.6,16.5,48,8.6,33.2,51.8,5.3,52.8,47.2,PARK SLOPE COLLEGIATE,87,58.6,6.9,Park Slope Collegiate,Brooklyn,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)","(40.66959817500049, -73.97925552199968)",40.6695981750004,-73.97925552199968
15K497,SCHOOL FOR INTERNATIONAL STUDIES,64,405,415,392,1212,SCHOOL FOR INTERNATL.STUDIES,30,34,NA,1.1333333333333333,NA,School for International Studies,24,SCHOOL FOR INTERNATIONAL STUDIES,68.1,486,14.6,15.2,39,6.2,40.9,38.9,14,50.8,49.2,SCHOOL FOR INTERNATIONAL STUDIES,65,63.1,10.8,School for International Studies,Brooklyn,"284 Baltic Street
Brooklyn, NY 11201
(40.68545180600046, -73.99349146499964)","(40.68545180600046, -73.99349146499964)",40.6854518060004,-73.99349146499964
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,77,398,402,385,1185,COBBLE HILL SCH OF AMER STUDIE,25,36,NA,1.44,NA,Cobble Hill School of American Studies,27,COBBLE HILL SCHOOL OF AMERICAN STUDIES,73.4,663,7.5,18.9,62,5.1,71.5,21,2.3,43.9,56.1,COBBLE HILL SCHOOL OF AMERICAN STUDIE,142,63.4,14.1,Cobble Hill School of American Studies,Brooklyn,"347 Baltic Street
Brooklyn, NY 11201
(40.68457913700047, -73.99109316299968)","(40.68457913700047, -73.99109316299968)",40.6845791370004,-73.99109316299968
15K520,PACIFIC HIGH SCHOOL,9,352,341,300,993,NA,NA,NA,NA,NA,NA,Pacific High School,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PACIFIC HIGH SCHOOL,71,12.7,12.7,NA,NA,NA,NA,NA,NA
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Brooklyn Community High School,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEST BROOKLYN COMMUNITY HIGH SCHOOL,107,10.3,9.300000000000002,NA,NA,NA,NA,NA,NA
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,28,368,365,368,1101,METROPOLITAN CORP. ACADEMY,14,14,NA,1,NA,Metropolitan Corporate Academy High School,22,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,68.2,186,1.1,17.2,16,0.5,80.6,16.7,0,50,50,METROPOLITAN CORPORATE ACADEMY HIGH S,84,41.7,14.3,NA,NA,NA,NA,NA,NA
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,141,426,421,411,1258,BROOKLYN H.S. FOR THE ARTS,NA,NA,NA,NA,NA,Brooklyn High School of the Arts,27,BROOKLYN HIGH SCHOOL OF THE ARTS,59.3,678,0.1,7.2,14,1.8,76.5,19,2.2,33.9,66.1,BROOKLYN HIGH SCHOOL OF THE ARTS,100,72,2,Brooklyn High School of the Arts,Brooklyn,"345 Dean Street
Brooklyn, NY 11217
(40.683653990000494, -73.98047275099964)","(40.683653990000494, -73.98047275099964)",40.68365399000049,-73.98047275099964
15K667,SUNSET PARK HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUNSET PARK HIGH SCHOOL,27,SUNSET PARK HIGH SCHOOL,79.9,988,14.4,22.3,28,4.7,7.8,80.8,6.7,50.7,49.3,NA,NA,NA,NA,Sunset Park High School,Brooklyn,"153 35Th Street
Brooklyn, NY 11232
(40.65595284400047, -74.00549732499962)","(40.65595284400047, -74.00549732499962)",40.6559528440004,-74.00549732499962
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,8,430,416,425,1271,NA,NA,NA,NA,NA,NA,South Brooklyn Community High School,19,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,74,149,2,6,2,0.7,21.5,72.5,4,45,55,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,55,12.7,12.7,NA,NA,NA,NA,NA,NA
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,20,355,355,358,1068,NA,NA,NA,NA,NA,NA,Frederick Douglass Academy IV Secondary School,22,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,71,439,1.4,17.1,7,0.9,83.6,14.1,0.5,48.7,51.3,FREDERICK DOUGLASS ACADEMY IV SECONDA,71,77.5,1.4,Frederick Douglass Academy IV Secondary School,Brooklyn,"1014 Lafayette Avenue
Brooklyn, NY 11221
(40.69213370400047, -73.93150317199962)","(40.69213370400047, -73.93150317199962)",40.6921337040004,-73.93150317199962
